is_criminal,date,headline,message,message_,link
1,20190710 11:01, 말 듣지 않는다  8살 딸 폭행 40대 어머니 집행유예,말을 잘 듣지 않는다는 이유로 자신의 딸을 여러 차례 폭행한 혐의로 기소된 40대 어머니가 집행유예를 선고받았다.   광주지법 형사8단독 장동혁 부장판사는 아동복지법 위반 아동학대  혐의로 기소된 주부 A 40  씨에 대해 징역 1년에 집행유예 3년을 선고하고  보호관찰과 40시간의 아동학대 재범예방 강의 수강  10년 간 아동 관련 기관 취업제한을 명령했다고 10일 밝혔다.    A 씨는 지난해 가을 전남 한 지역 자신의 집에서 머리를 감고 있던 8살 딸 B 양의 머리를 손으로 때리는가 하면 2017년 여름께 대나무 막대기로 B 양의 머리를 여러 차례 때려 피가 날 정도의 상처가 생기게 한 혐의로 재판에 넘겨졌다.    A 씨는 B 양이 말을 잘 듣지 않는다는 이유로 이 같은 행동을  한 것으로 조사됐다.    재판장은  B 양을 포함해 A 씨 자녀들의 나이가 아직은 보살핌이 절대적으로 필요한 시기이며  A 씨 이외에 딱히 자녀들을 보살필 가족이 없는 점  이 사건을 통해 A 씨가 자녀 양육 방식에 대해 다른 시각을 갖게 된 점 등을 고려했다 고 양형 이유를 설명했다. ,말을 잘 듣지 않는다는 이유로 자신의 딸을 여러 차례 폭행한 혐의로 기소된 40대 어머니가 집행유예를 선고받았다.    A 씨는 지난해 가을 전남 한 지역 자신의 집에서 머리를 감고 있던 8살 딸 B 양의 머리를 손으로 때리는가 하면 2017년 여름께 대나무 막대기로 B 양의 머리를 여러 차례 때려 피가 날 정도의 상처가 생기게 한 혐의로 재판에 넘겨졌다.    A 씨는 B 양이 말을 잘 듣지 않는다는 이유로 이 같은 행동을  한 것으로 조사됐다.,/view?id=NISX20190710_0000706543
5,20190710 09:01,대구 인력사무소 살인미수 50대  범행 6시간 만에 검거 종합 ,대구의 한 인력사무소에서 업주를 흉기로 찌르고 달아난 일용직 노동자가 범행 6시간 만에 경찰에 붙잡혔다.    대구 남부경찰서는 인력사무소에서 업주를 흉기로 찌르고 도주한 혐의 살인미수 로 김모 52 씨를 붙잡아 조사하고 있다고 10일 밝혔다.   경찰에 따르면 김씨는 지난 9일 오후 10시15분께 대구시 서구 평리동의 노상에서 검거됐다.     경찰은 폐쇄회로 CC TV 등을 토대로 범인의 도주 경로를 확인  일대를 수색하던 중 김씨를 체포했다.    김씨는 업주 A씨에게 돈을 빌려달라고 요구했다가 거절당하자 이 같은 범행을 저지른 것으로 드러났다.    경찰 관계자는  김씨에 대한 조사를 마치는 대로 구속영장을 신청할 예정 이라고 밝혔다.     앞서 용의자 김씨는 지난 9일 4시께 대구시 남구 대명동의 한 인력사무소에서 혼자 있던 업주 A 58 씨의 가슴과 팔 등을 2 3차례 찌르고 달아난 혐의를 받고 있다. ,대구의 한 인력사무소에서 업주를 흉기로 찌르고 달아난 일용직 노동자가 범행 6시간 만에 경찰에 붙잡혔다.    대구 남부경찰서는 인력사무소에서 업주를 흉기로 찌르고 도주한 혐의 살인미수 로 김모 52 씨를 붙잡아 조사하고 있다고 10일 밝혔다. 앞서 용의자 김씨는 지난 9일 4시께 대구시 남구 대명동의 한 인력사무소에서 혼자 있던 업주 A 58 씨의 가슴과 팔 등을 2 3차례 찌르고 달아난 혐의를 받고 있다.,/view?id=NISX20190710_0000706254
5,20190709 22:30, 캠핑카가 농로 막는다 며 이웃 살해한 70대 구속,농로 통행 문제로 갈등을 빚던 이웃을 살해한 70대가 구속됐다.   전남 나주경찰서는 9일 말다툼을 하던 이웃을 흉기로 숨지게 한 혐의 살인 로 A 73  씨를 구속했다.   A 씨는 지난 7일 오전 9시50분께 나주시 봉황면 한 논 앞에서 같은 마을에 사는 주민 B 69  씨에게 흉기를 휘둘러 숨지게 한 혐의다.   B 씨는 신고를 받고 출동한 119구조대에 의해 병원으로 옮겨졌지만 숨졌다.   경찰 조사 결과 A 씨는 자신의 논 밭을 오가는 농로 주변에 B 씨가 캠핑카를 세워놓은 문제로 다투다 화를 참지 못하고 이 같은 일을 벌인 것으로 드러났다.   A 씨는 B 씨의 집 주변 농로를 자주 이용했으며  캠핑카가 농기계 등 농로 진입을 방해한다며 B 씨와 자주 다퉜던 것으로 조사됐다.      사건 당일 A 씨는  캠핑카를 옮겨달라 고 요구하기 위해 B 씨 집을 방문했으나  만나지 못하고 돌아가던 길에 우연히 만난 B 씨와 다퉜으며 홧김에 자신의 화물차에 있던 흉기를 꺼내 범행한 것으로 확인됐다.    A 씨는 경찰에  외지인인 B 씨가 10여년 전 마을로 이주할 때부터 사이가 좋지 않았다.    지난해 B 씨의 집을 신축하는 과정에서 인접한 내 소유의 밭을 놓고 갈등이 심했다 고 진술했다.   경찰은 A 씨와 같은 마을 주민 등을 상대로 정확한 사건 경위를 조사하고 있다. ,  A 씨는 지난 7일 오전 9시50분께 나주시 봉황면 한 논 앞에서 같은 마을에 사는 주민 B 69  씨에게 흉기를 휘둘러 숨지게 한 혐의다.   경찰 조사 결과 A 씨는 자신의 논 밭을 오가는 농로 주변에 B 씨가 캠핑카를 세워놓은 문제로 다투다 화를 참지 못하고 이 같은 일을 벌인 것으로 드러났다.    A 씨는 경찰에  외지인인 B 씨가 10여년 전 마을로 이주할 때부터 사이가 좋지 않았다.,/view?id=NISX20190709_0000706063
5,20190709 20:35,대구 인력사무소서 50대 흉기 휘두른 뒤 도주...경찰 용의자 추적 중 종합 ,대구의 한 인력사무소에서 일용직 노동자가 흉기를 휘두르고 달아나 경찰이 추적 중이다.    9일 대구 남부경찰서에 따르면 일용직 노동자인 김모 52 씨는 이날 오후 4시께 남구 대명동의 한 인력사무소에서 혼자 있던 업주 A 58 씨를 흉기로 2 3차례 찌르고 달아난 혐의 살인미수 를 받고 있다.    가슴과 팔 등을 다친 A씨는 현장에 출동한 119구급대에 의해 인근 병원으로 옮겨졌다.    생명에는 지장이 없는 상태다.    경찰 조사 결과 김씨는 A씨에게 돈을 빌려줄 것을 요구했다가 거절당하자 이 같은 범행을 저지른 것으로 확인됐다.    김씨는 일거리를 찾기 위해 A씨의 인력사무실을 종종 방문한 것으로 알려졌다.    경찰 관계자는  폐쇄회로 CC TV 기록 등을 토대로 A씨의 도주 경로를 확인 중 이라며  인력사무소 관계자 등을 상대로 정확한 사건 경위를 조사하고 있다 고 밝혔다. ,대구의 한 인력사무소에서 일용직 노동자가 흉기를 휘두르고 달아나 경찰이 추적 중이다.    9일 대구 남부경찰서에 따르면 일용직 노동자인 김모 52 씨는 이날 오후 4시께 남구 대명동의 한 인력사무소에서 혼자 있던 업주 A 58 씨를 흉기로 2 3차례 찌르고 달아난 혐의 살인미수 를 받고 있다. 경찰 관계자는  폐쇄회로 CC TV 기록 등을 토대로 A씨의 도주 경로를 확인 중 이라며  인력사무소 관계자 등을 상대로 정확한 사건 경위를 조사하고 있다 고 밝혔다.,/view?id=NISX20190709_0000706025
3,20190709 17:38,두 살 배기 인질 잡고 금품 빼앗은 강도 3명 구속,두 살 배기를 인질로 붙잡은 뒤 어머니의 금품을 빼앗은 강도 3명이 구속됐다.   광주 북부경찰서는 9일 흉기로 두 살 배기와 어머니를 위협해 금품을 빼앗은 혐의 특수강도 로 김모 34  조모 30  한모 27 씨를 구속했다.    이들은 지난 4일 오후 1시께 광주 북구 모 아파트 가정집에 모자 마스크로 얼굴을 가린 채 침입  흉기로 생후 16개월 된 남자 아이에게 해를 끼칠 것처럼 위협해 어머니 A씨로부터 귀금속 6점 300만 원 상당 과 1575만 원을 빼앗아 달아난 혐의다.    경찰 조사 결과 조씨 한씨는 아이를 인질로 붙잡은 뒤 A씨에게 스마트폰 앱으로 현금 서비스와 대출 신청을 강요한 것으로 드러났다.    김씨는 범행 과정에 망을 봤으며  A씨가 은행 2곳에서 1575만 원을 대출받아 집으로 돌아오자 돈을 빼앗아 조씨 한씨와 도주한 것으로 조사됐다.    영아는 4일 오후 3시15분께까지 조씨 한씨에게 붙잡혀 있었으나 다행히 다치지 않은 것으로 확인됐다.    조씨는 두 달 전 특정 인터넷 카페에  돈이 되는 일이면 뭐든 하겠다 는 글을 올렸고  해당 게시글을 본 김씨와 지난달부터 연락하며 범행을 공모한 것으로 밝혀졌다.    조씨 김씨는 최근  돈이 너무 급하다 는 글을 올린 한씨를 범행에 끌어들였고  모 채팅 어플로 연락을 주고받다 범행 전날인 지난 3일 광주에 모인 것으로 드러났다.    스포츠 도박비 탕진 또는 대출 등으로 빚이 많았던 이들은 당초 금은방을 털 계획을 세웠으나 지난달 12일 경북 지역에서 발생한 강도 사건 보도를 보고 범행 수법을 따라한 것으로 조사됐다.    이들은 현관문을 열어 둔 채 방충만만 쳐놓은 복도형 아파트의 여러 가구를 물색한 뒤 흉기 위협  망보기 등 역할을 나눈 것으로 드러났다.    경찰은 이들의 도주 우려가 있어 법원이 구속영장을 발부했다고 밝혔다. ,   경찰 조사 결과 조씨 한씨는 아이를 인질로 붙잡은 뒤 A씨에게 스마트폰 앱으로 현금 서비스와 대출 신청을 강요한 것으로 드러났다.    김씨는 범행 과정에 망을 봤으며  A씨가 은행 2곳에서 1575만 원을 대출받아 집으로 돌아오자 돈을 빼앗아 조씨 한씨와 도주한 것으로 조사됐다.    조씨 김씨는 최근  돈이 너무 급하다 는 글을 올린 한씨를 범행에 끌어들였고  모 채팅 어플로 연락을 주고받다 범행 전날인 지난 3일 광주에 모인 것으로 드러났다.,/view?id=NISX20190709_0000705857
5,20190709 14:59,친구 집단폭행 뒤 방치 10대 4명 살인 혐의 기소,친구를 집단 폭행해 숨지게 한 혐의 등을 받는 10대 4명이 재판에 넘겨졌다.    광주지검 형사3부 부장검사 신승희 는 친구를 집단 폭행해 숨지게 한 혐의 살인 공갈미수 등  등으로 A 18  군 등 4명을 기소했다고 9일 밝혔다.   A군 등은 지난달 9일 오전 1시께 광주 북구 한 원룸에서 친구 B 18  군을 수십차례 폭행  숨지게 한 혐의와 함께 주차장 안내 아르바이트를 통해 번 월급 75만원을 빼앗고 B군의 원룸 월세 보증금을 빼앗으려다 미수에 그친 혐의를 받고 있다.   이들은 B 군의 다친 모습을 휴대전화 등으로 촬영해 공유하는가 하면  사건 당일에는 B 군이 깨어나지 않자 이불을 덮어 둔 뒤 옆방에서 도주 방법 등을 논의했던 것으로 조사됐다.   검찰과 경찰은 B 군의 사망을 예견할 수 있었음에도 이 같은 범행을 저지른 것으로 보고 이들에게 살인 혐의를 적용했다. ,친구를 집단 폭행해 숨지게 한 혐의 등을 받는 10대 4명이 재판에 넘겨졌다.    광주지검 형사3부 부장검사 신승희 는 친구를 집단 폭행해 숨지게 한 혐의 살인 공갈미수 등  등으로 A 18  군 등 4명을 기소했다고 9일 밝혔다.   A군 등은 지난달 9일 오전 1시께 광주 북구 한 원룸에서 친구 B 18  군을 수십차례 폭행  숨지게 한 혐의와 함께 주차장 안내 아르바이트를 통해 번 월급 75만원을 빼앗고 B군의 원룸 월세 보증금을 빼앗으려다 미수에 그친 혐의를 받고 있다.,/view?id=NISX20190709_0000705555
1,20190709 11:34,여성에게 못생겼다며 외모 비하하고 집단 폭행한 남성 3명 실형,길에 서 있던 여성에게 얼굴이 못생겼다고 막말을 하고  이에 항의하는 여성들을 뒤쫓아가 집단으로 폭행한 30대 남성 3명에게 모두 실형이 선고됐다.   울산지법 제2형사단독 판사 박성호 은 폭력행위등처벌에관한법률위반 공동상해  혐의로 기소된 A 32 씨와 B 32 씨에게 징역 8개월을  C 32 씨에게 징역 6개월을 각각 선고했다고 9일 밝혔다.   친구사이인 이들은 지난해 3월 울산 남구의 한 주점에서 술을 마신 뒤 이동하다 길에 서 있던 20대 여성 D씨에게 얼굴이 못생겼다며 외모 비하 발언을 했다.   이에 D씨가 항의하면서 시비가 붙자 이를 지켜보던 D씨 일행인 여성 2명이 D씨를 데리고 자리를 뜨자 뒤따라가 주먹과 발로 이들 여성 3명을 집단으로 폭행해 각각 2주의 상해를 입힌 혐의로 기소됐다.   재판부는  노상에서 만난 일면식도 없는 여성들을 상대로 외모 비하 발언을 하고 폭행했다는 점에서 죄질이 좋지 않다 며  더욱이 법정에 이르기까지 폭행 사실이 없다거나 술에 취해 기억이 나지 않는다며 변명으로 일관해 그에 상응하는 실형 선고가 불가피하다 고 양형 이유를 밝혔다. ,길에 서 있던 여성에게 얼굴이 못생겼다고 막말을 하고  이에 항의하는 여성들을 뒤쫓아가 집단으로 폭행한 30대 남성 3명에게 모두 실형이 선고됐다.   친구사이인 이들은 지난해 3월 울산 남구의 한 주점에서 술을 마신 뒤 이동하다 길에 서 있던 20대 여성 D씨에게 얼굴이 못생겼다며 외모 비하 발언을 했다.   이에 D씨가 항의하면서 시비가 붙자 이를 지켜보던 D씨 일행인 여성 2명이 D씨를 데리고 자리를 뜨자 뒤따라가 주먹과 발로 이들 여성 3명을 집단으로 폭행해 각각 2주의 상해를 입힌 혐의로 기소됐다.,/view?id=NISX20190709_0000705227
5,20190709 10:43,조폭  성인오락실서 2명 찌르고 도주 업주 사망,성인 오락실 업주를 흉기로 찔러 살해하고 종업원을 부상을 입히고 달아난 50대 조직폭력배 조직원을 경찰이 쫓고 있다.    9일 경기 부천 오정경찰서에 따르면 전날 오후 9시 30분께 부천시 원종동 한 성인오락실에서 50대 남성인 A씨가 오락실 업주 B 51 씨와 종업원 C 50 씨를 흉기로 찌른 뒤 달아났다는 신고가 접수됐다.   B씨는 배 부위를 흉기에 1차례 찔려 부상을 입은 뒤 인근 병원으로 옮겨졌지만 숨졌다.    또 C씨도 허벅지 부위를 흉기에 1차례 찔려 병원에서 치료를 받고 퇴원했다.   경찰은 A씨가 현장에서 버린 흉기를 확보하고 탐문 수사를 벌인 결과  서울 강서구 지역에서 활동하는 조직폭력배 조직원으로 경찰 관리대상인 것으로 조사됐다.   경찰 관계자는  A씨는 평소 B씨가 운영하는 오락실에 게임을 하러 자주 왔었고  업주 B씨와 친분이 있던 사이였으나 최근 안좋은 감정이 쌓이면서 범행을 저지른 것으로 추정하고 있다 고 말했다.     경찰은 A씨의 신원이 확보된 만큼 주변 폐쇄회로 CC TV영상 분석을 통해 A씨의 행방을 추적 중이다. ,성인 오락실 업주를 흉기로 찔러 살해하고 종업원을 부상을 입히고 달아난 50대 조직폭력배 조직원을 경찰이 쫓고 있다.   B씨는 배 부위를 흉기에 1차례 찔려 부상을 입은 뒤 인근 병원으로 옮겨졌지만 숨졌다.    또 C씨도 허벅지 부위를 흉기에 1차례 찔려 병원에서 치료를 받고 퇴원했다.,/view?id=NISX20190709_0000705188
3,20190709 10:41,늦은 밤 여성 혼자있는 편의점 턴 40대 강도에 징역 2년 선고,늦은 밤에 여자 혼자 근무하는 편의점에 들어가 폭행과 위협을 한 뒤 돈을 훔쳐 달아난 40대에게 실형이 선고됐다.   울산지법 제11형사부 재판장 박주영 부장판사 는 준강도 혐의로 기소된 A 40 씨에게 징역 2년을 선고했다고 9일 밝혔다.   A씨는 올해 5월 자정을 넘긴 시간대에 여자 혼자 근무하는 경남 양산시의 한 편의점에 들어가  죽이겠다 며 여성 종업원을 위협하고 목을 조른 뒤 계산대에서 26만원을 훔쳐 달아난 혐의로 기소됐다.   재판부는  피고인은 절도 범죄로 여러 차례 실형을 받은 전력이 있다 며  특히 누범기간에 다시 범행을 저지른 점 등에 비춰보면 그에 상응하는 처벌이 불가피하다 고 실형 선고의 이유를 밝혔다. ,늦은 밤에 여자 혼자 근무하는 편의점에 들어가 폭행과 위협을 한 뒤 돈을 훔쳐 달아난 40대에게 실형이 선고됐다.   울산지법 제11형사부 재판장 박주영 부장판사 는 준강도 혐의로 기소된 A 40 씨에게 징역 2년을 선고했다고 9일 밝혔다.   A씨는 올해 5월 자정을 넘긴 시간대에 여자 혼자 근무하는 경남 양산시의 한 편의점에 들어가  죽이겠다 며 여성 종업원을 위협하고 목을 조른 뒤 계산대에서 26만원을 훔쳐 달아난 혐의로 기소됐다.,/view?id=NISX20190709_0000705176
4,20190709 10:25,대낮 두 살 배기 인질극 강도 3명 실질심사 앞서  묵묵부답 ,흉기로 영아와 어머니를 위협해 금품을 빼앗은 강도 3명이 9일 구속 전 피의자심문 영장실질심사 을 받기 위해 법원으로 향했다.    경찰서 유치장을 나선 이들은 취재진 질문에 침묵으로 일관했다.    광주 북부경찰서는 이날 오전 특수강도 혐의를 받는 김모 34  조모 30  한모 27 씨를 호송차에 태워 광주지법으로 향했다.    이들은 모자 마스크로 얼굴을 가리고 고개를 숙인 채 빠른 걸음으로 호송차에 올랐다.    이들은 두 살 배기 남자 아이를 인질로 잡은 이유와 범행 동기 등을 묻는 취재진 질문에 묵묵부답으로 일관했다.    이들은 지난 4일 오후 1시께 광주 북구 모 아파트 가정집에 모자 마스크로 얼굴을 가린 채 침입  흉기로 생후 16개월 된 아이와 어머니 A씨를 위협해 귀금속 6점 300만 원 상당 과 1575만 원을 빼앗아 달아난 혐의다.    경찰 조사 결과 조씨 한씨는 아이를 인질로 붙잡은 뒤 A씨에게 스마트폰 앱으로 현금 서비스와 대출 신청을 강요한 것으로 드러났다.    김씨는 범행 과정에 망을 봤으며  A씨가 은행 2곳에서 1575만 원을 대출받아 집으로 돌아오자 돈을 빼앗아 조씨 한씨와 도주한 것으로 조사됐다.    영아는 4일 오후 3시15분까지 조씨 한씨에게 붙잡혀 있었으나 다행히 다치지 않은 것으로 확인됐다.    조씨는 두 달 전 특정 인터넷 카페에  돈이 되는 일이면 뭐든 하겠다 는 글을 올렸고  해당 게시글을 본 김씨와 지난달부터 연락하며 범행을 공모한 것으로 밝혀졌다.    조씨 김씨는 최근  돈이 너무 급하다 는 글을 올린 한씨를 범행에 끌어들였고  모 채팅 어플로 연락을 주고받다 범행 전날인 지난 3일 광주에 모인 것으로 드러났다.    스포츠 도박비 비트코인 투자 탕진 또는 사업 실패 등으로 빚이 많았던 이들은 당초 금은방을 털 계획을 세웠으나 지난달 12일 경북 지역에서 발생한 강도 사건 보도를 보고 범행 수법을 따라한 것으로 조사됐다.    이들은 현관문을 열어 둔 채 방충만만 쳐놓은 복도형 아파트의 여러 가구를 물색한 뒤 흉기 위협  망보기 등 역할을 나눈 것으로 밝혀졌다. ,   이들은 지난 4일 오후 1시께 광주 북구 모 아파트 가정집에 모자 마스크로 얼굴을 가린 채 침입  흉기로 생후 16개월 된 아이와 어머니 A씨를 위협해 귀금속 6점 300만 원 상당 과 1575만 원을 빼앗아 달아난 혐의다.    김씨는 범행 과정에 망을 봤으며  A씨가 은행 2곳에서 1575만 원을 대출받아 집으로 돌아오자 돈을 빼앗아 조씨 한씨와 도주한 것으로 조사됐다.    조씨 김씨는 최근  돈이 너무 급하다 는 글을 올린 한씨를 범행에 끌어들였고  모 채팅 어플로 연락을 주고받다 범행 전날인 지난 3일 광주에 모인 것으로 드러났다.,/view?id=NISX20190709_0000705102
3,20190709 10:24,수원 유흥가서 상습 차량털이 30대 구속,유흥가 밀집 지역에 문이 잠기지 않은 채 주차된 차 안에서 상습적으로 금품을 훔친 30대가 경찰에 붙잡혔다.    경기 수원남부경찰서는 상습절도 혐의로 A 36 씨를 구속했다고 9일 밝혔다.    A씨는 지난달 15일 오전 4시15분께 경기 수원시 팔달구 인계동의 한 도로에 주차돼 있는 B 31 여 씨의 벤츠 차량 안 가방에 들어 있는 현금 100만 원을 훔치는 등 지난해 9월부터 최근까지 수원 지역에서 8차례에 걸쳐 2000만 원 상당의 금품을 훔친 혐의를 받고 있다.   신고를 받고 수사에 나선 경찰은 주변 폐쇄회로 CC TV 분석 등을 통해 3일 오후 2시30분께 수원시 팔달구 인계동에서 A씨를 체포했다.    A씨는 주로 수원의 유흥가 밀집 지역인 인계동과 매탄동에서 문이 잠겨 있지 않은 차량을 물색해 범행한 것으로 조사됐다.     경찰 관계자는  A씨는 동종 전과가 있는데다 일정한 직업도 없는 상태라 구속해 여죄를 수사 중 이라고 말했다.    이어  귀중품을 차에 두지 말고  차에서 내릴 때는 문을 꼭 잠가야 한다 고 당부했다. ,유흥가 밀집 지역에 문이 잠기지 않은 채 주차된 차 안에서 상습적으로 금품을 훔친 30대가 경찰에 붙잡혔다.    A씨는 지난달 15일 오전 4시15분께 경기 수원시 팔달구 인계동의 한 도로에 주차돼 있는 B 31 여 씨의 벤츠 차량 안 가방에 들어 있는 현금 100만 원을 훔치는 등 지난해 9월부터 최근까지 수원 지역에서 8차례에 걸쳐 2000만 원 상당의 금품을 훔친 혐의를 받고 있다.    A씨는 주로 수원의 유흥가 밀집 지역인 인계동과 매탄동에서 문이 잠겨 있지 않은 차량을 물색해 범행한 것으로 조사됐다.,/view?id=NISX20190709_0000705112
1,20190709 10:09,출소 열흘 만에 또다시 무전취식 40대 입건,광주 동부경찰서는 9일 술집에서 계산을 하지 않고 업주를 때린 혐의 사기 폭행 로 정모 47  씨를 입건해 조사 중이다.   정 씨는 지난 8일 오후 11시44분께 광주 동구의 한 술집에서 18만 원 상당의 술과 음식을 주문해 먹은 뒤 계산을 하지 않은 혐의다.   정 씨는  계산을 해달라 고 요구하는 업주의 머리를 손으로 2차례 때린 혐의도 받고 있다.   경찰 조사 결과 정 씨는 무전취식을 일삼다 징역 3개월을 복역한 뒤 지난달 28일 출소했으며  열흘 만에 또다시 범행을 저지른 것으로 드러났다.   정 씨는 과거 63차례나 형사 입건됐으며  이 중 무전취식 전과만 51범에 달한다고 경찰은 설명했다.   경찰은 일정한 직업이 없는 정 씨가 숙박업소를 전전하고 있는 점 등으로 미뤄 구속영장을 신청할 방침이다. ,  정 씨는 지난 8일 오후 11시44분께 광주 동구의 한 술집에서 18만 원 상당의 술과 음식을 주문해 먹은 뒤 계산을 하지 않은 혐의다.   정 씨는  계산을 해달라 고 요구하는 업주의 머리를 손으로 2차례 때린 혐의도 받고 있다.   정 씨는 과거 63차례나 형사 입건됐으며  이 중 무전취식 전과만 51범에 달한다고 경찰은 설명했다.,/view?id=NISX20190709_0000705093
1,20190708 17:20,2살 아이 앞에서 베트남 女 상습폭행 30대 남편 구속 종합 ,두 살 배기 아이가 보는 앞에서 베트남 출신 부인에게 폭력을 휘두른 영상이 공개돼 공분을 일으킨 30대 남편이 구속됐다.    전남지방경찰청은 8일 베트남 출신의 부인과 아이를 수차례 때린 혐의 특수상해 아동보호법 위반 로 남편 A 36 씨가 구속 전 피의자 심문 영장실질심사 를 받고 구속됐다고 밝혔다.   광주지법 목포지원 나윤민 영장전담 부장판사는  도주 우려가 있다 고 밝혔다.    A씨는 지난 4일 오후 9시께 전남 영암군 자신의 집에서 베트남 출신의 부인 B 30 씨를 주먹과 발  둔기 등으로 수차례 폭행한 혐의를 받고 있다.    또 낚시도구를 이용해 아이의 발바닥을 3대 때리고 고성을 지르는 등 정서적 학대를 한 혐의도 받고 있다.      부인 B씨는 갈비뼈 등이 골절돼 전치 4주 이상의 진단을 받았으며 현재 병원에서 아이와 함게 입원 치료를 받고 있다.   조사결과 A씨는 부인이  한국말을 제대로 하지 못한다 는 이유로 술을 마신 뒤 3 4차례 정도 폭력을 휘두른 것으로 조사됐다.    또 이들은 3년전 만났으며 B씨가 임신을 한 뒤 베트남으로 돌아가 출산했다.   한국에서 아이를 교육하고 싶었던 부인 B씨는 A씨와 재결합했고 유전자 검사 등을 통해 친자확인까지 한 것으로 조사됐다.    이들은 지난 3월 혼인신고했으며 영암에 거처가 마련되자 지난 5월17일부터 아이와 함께 생활했던 것으로 확인됐다.   이후 A씨는  아이가 울음을 그치지 않는다 는 이유 등으로 B씨와 아이에게 폭언을 했던 것으로 드러났다.    또 B씨는 A씨에게 맞지 않기 위해  잘못했습니다  때리지 마세요 라고 한국말로 용서를 빌었던 것으로 전해졌다.     A씨의 이같은 행동은 지난 5일 오전 8시7분께 B씨의 지인이 경찰에 신고하면서 알려졌다.     또 지인은 B씨로부터 받은 영상을 SNS 등에 게시했다.    현재 이 영상은 폭력적이라는 이유로 삭제됐다.    신고를 받은 경찰은 A씨와 B씨를 분리조치 했고 영상을 확인한 뒤 A씨를 긴급체포해 조사를 벌였다.   한편 청와대 국민청원 게시판에는 베트남 출신 부인을 폭행한 남편에 대해 엄벌을 요구하는 청원이 3건이 게시됐다.   이날 오전부터 시작된 청원은 현재 8759명이 동의했으며 청원은 다음달 7일까지 진행된다. ,   A씨는 지난 4일 오후 9시께 전남 영암군 자신의 집에서 베트남 출신의 부인 B 30 씨를 주먹과 발  둔기 등으로 수차례 폭행한 혐의를 받고 있다.     A씨의 이같은 행동은 지난 5일 오전 8시7분께 B씨의 지인이 경찰에 신고하면서 알려졌다.    신고를 받은 경찰은 A씨와 B씨를 분리조치 했고 영상을 확인한 뒤 A씨를 긴급체포해 조사를 벌였다.,/view?id=NISX20190708_0000704555
1,20190708 16:54, 대림동 취객폭행 피해  경찰들  112만원 손배 소송, 대림동 경찰 폭행  영상의 당사자인 경찰관들이 당시 피의자들을 상대로 손해배상 청구 소송에 나섰다.   8일 경찰 등에 따르면 서울 구로경찰서 A경위와 B경장은 최근 중국 동포 장모 41 씨와 허모 53 씨를 상대로 서울남부지법에 손해배상 청구 소송을 제기했다.   장씨 등은 지난 5월 대림동 경찰 폭행 사건 때 공무집행방해 등 혐의로 입건돼 검찰에 넘겨졌다.    A경위와 B경장은 당시 이들을 현장에서 조치했다.   A경위는 앞서 경찰 내부망에  현장 경찰관을 대변하기 위한 112소송을 제기하고자 합니다 라는 제목의 글을 올렸다.    소송금액은 경찰 긴급범죄신고 전화 번호를 딴 112만원이다.    A경위는 이 글에서   대림동 공무집행방해 사건 은 경찰관에 대한 공무집행방해 가 핵심 임에도 불구하고 언론 등을 통해  대림동 여경사건 으로 그 본질이 왜곡돼 안타까웠다 고 밝혔다.   그러면서  현장에 투신한지 27년이 됐지만 아직도 현장에 출동한다는 것은 언제 어떤 일이 벌어질지 모르는 위험한 상황의 연속이라 긴장의 끈을 놓기 어렵다 며  하지만 현장에서 경찰관의 정당한 직무집행에 제대로 응하는 사람은 드물고 경찰관을 함부로 대하는 사람이 많다 고 비판했다.   이어  피의자를 상대로 금전적 배상을 받기 어렵다는 사실을 잘 알지만  돈을 받을 목적이 아니라 현장경찰관의 어려움을 알리기 위한 작은 계기를 만들기 위해 소송을 제기하고자 한다 고 말했다.   A경위는  매일 같이 대형사건 사고가 넘치는 현실에서 저의  112소송 이 얼마나 관심을 가질지 모르겠다 면서  이번 소송을 통해 현장경찰관의 어려움에 대한 목소리를 낼 수 있게 되기를 희망한다 고 밝혔다.   대림동 경찰 폭행 사건은 지난 5월13일 발생했다.    구로구의 한 술집에서 중국 동포 2명이 경찰관에게 폭행을 행사했고 출동한 경찰이 이들을 조치했다.   이 과정을 담은 영상은 사건 발생 이틀 후 한 인터넷 커뮤니티에 퍼졌는데  당시 일각에서  여경의 대응이 미숙했다 는 등의 주장을 내놓아  여경 무용론 이 불거지기도 했다. ,대림동 경찰 폭행  영상의 당사자인 경찰관들이 당시 피의자들을 상대로 손해배상 청구 소송에 나섰다.   A경위는 앞서 경찰 내부망에  현장 경찰관을 대변하기 위한 112소송을 제기하고자 합니다 라는 제목의 글을 올렸다.   대림동 경찰 폭행 사건은 지난 5월13일 발생했다.,/view?id=NISX20190708_0000704452
